subject_id,original_filepath,processed_filepath,folder_name,label,split,original_shape_x,original_shape_y,original_shape_z,processed_shape_x,processed_shape_y,processed_shape_z,status,error_message
mwp1IXI221-HH-1606-IXIMADisoTFE12_-s3T151_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI221-HH-1606-IXIMADisoTFE12_-s3T151_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI221-HH-1606-IXIMADisoTFE12_-s3T151_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI222-Guys-0819-MPRAGESEN_-s222_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI222-Guys-0819-MPRAGESEN_-s222_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI222-Guys-0819-MPRAGESEN_-s222_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI228-Guys-0822-MPRAGESEN_-s255_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI228-Guys-0822-MPRAGESEN_-s255_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI228-Guys-0822-MPRAGESEN_-s255_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI236-Guys-0817-MPRAGESEN_-s254_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI236-Guys-0817-MPRAGESEN_-s254_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI236-Guys-0817-MPRAGESEN_-s254_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI248-HH-1972-MADisoTFE1_-s3T188_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI248-HH-1972-MADisoTFE1_-s3T188_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI248-HH-1972-MADisoTFE1_-s3T188_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI254-HH-1705-MADisoTFE1_-s3T162_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI254-HH-1705-MADisoTFE1_-s3T162_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI254-HH-1705-MADisoTFE1_-s3T162_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI255-HH-1882-MADisoTFE1_-s3T178_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI255-HH-1882-MADisoTFE1_-s3T178_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI255-HH-1882-MADisoTFE1_-s3T178_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI256-HH-1723-MADisoTFE1_-s3T164_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI256-HH-1723-MADisoTFE1_-s3T164_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI256-HH-1723-MADisoTFE1_-s3T164_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI279-Guys-1044-MPRAGESEN_-s295_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI279-Guys-1044-MPRAGESEN_-s295_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI279-Guys-1044-MPRAGESEN_-s295_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI290-IOP-0874-SAGFSPGR_-sIXI29_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI290-IOP-0874-SAGFSPGR_-sIXI29_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI290-IOP-0874-SAGFSPGR_-sIXI29_-0003-00001-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI291-IOP-0882-SAGFSPGR_-sIXI29_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI291-IOP-0882-SAGFSPGR_-sIXI29_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI291-IOP-0882-SAGFSPGR_-sIXI29_-0003-00001-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI297-Guys-0886-MPRAGESEN_-s302_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI297-Guys-0886-MPRAGESEN_-s302_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI297-Guys-0886-MPRAGESEN_-s302_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI322-IOP-0891-SAGFSPGR_-sIXI32_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI322-IOP-0891-SAGFSPGR_-sIXI32_-0003-00001-000001-01.nii,,mr_IXI_480i,0,test,,,,,,,failed,"Whoops, not enough data in file"
mwp1IXI327-HH-1999-MADisoTFE1_-s3T190_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI327-HH-1999-MADisoTFE1_-s3T190_-0301-00003-000001-01.nii,,mr_IXI_480i,0,test,,,,,,,failed,"Whoops, not enough data in file"
mwp1IXI396-HH-2115-MADisoTFE1_-s3T203_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI396-HH-2115-MADisoTFE1_-s3T203_-0301-00003-000001-01.nii,,mr_IXI_480i,0,test,,,,,,,failed,"Whoops, not enough data in file"
mwp1IXI439-HH-2114-MADisoTFE1_-s3T203_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI439-HH-2114-MADisoTFE1_-s3T203_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI439-HH-2114-MADisoTFE1_-s3T203_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI458-Guys-0993-MPRAGESEN_-s418_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI458-Guys-0993-MPRAGESEN_-s418_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI458-Guys-0993-MPRAGESEN_-s418_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI467-Guys-0983-MPRAGESEN_-s417_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI467-Guys-0983-MPRAGESEN_-s417_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI467-Guys-0983-MPRAGESEN_-s417_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI468-Guys-0985-MPRAGESEN_-s417_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI468-Guys-0985-MPRAGESEN_-s417_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI468-Guys-0985-MPRAGESEN_-s417_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI483-HH-2177-MADisoTFE1_-s3T211_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI483-HH-2177-MADisoTFE1_-s3T211_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI483-HH-2177-MADisoTFE1_-s3T211_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI489-Guys-1014-MPRAGESEN_-s421_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI489-Guys-1014-MPRAGESEN_-s421_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI489-Guys-1014-MPRAGESEN_-s421_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI490-Guys-1018-MPRAGESEN_-s422_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI490-Guys-1018-MPRAGESEN_-s422_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI490-Guys-1018-MPRAGESEN_-s422_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI495-Guys-1009-MPRAGESEN_-s421_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI495-Guys-1009-MPRAGESEN_-s421_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI495-Guys-1009-MPRAGESEN_-s421_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI499-Guys-1004-MPRAGESEN_-s420_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI499-Guys-1004-MPRAGESEN_-s420_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI499-Guys-1004-MPRAGESEN_-s420_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI504-Guys-1025-MPRAGESEN_-s424_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI504-Guys-1025-MPRAGESEN_-s424_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI504-Guys-1025-MPRAGESEN_-s424_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI507-Guys-1036-MPRAGESEN_-s425_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI507-Guys-1036-MPRAGESEN_-s425_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI507-Guys-1036-MPRAGESEN_-s425_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI519-HH-2240-MADisoTFE1_-s3T219_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI519-HH-2240-MADisoTFE1_-s3T219_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI519-HH-2240-MADisoTFE1_-s3T219_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI523-Guys-1056-MPRAGESEN_-s427_-0401-00004-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI523-Guys-1056-MPRAGESEN_-s427_-0401-00004-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI523-Guys-1056-MPRAGESEN_-s427_-0401-00004-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI536-Guys-1059-MPRAGESEN_-s427_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI536-Guys-1059-MPRAGESEN_-s427_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI536-Guys-1059-MPRAGESEN_-s427_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI538-HH-2411-MADisoTFE1_-s3T233_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI538-HH-2411-MADisoTFE1_-s3T233_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI538-HH-2411-MADisoTFE1_-s3T233_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI553-IOP-1151-SAGFSPGR_-sIXI55_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI553-IOP-1151-SAGFSPGR_-sIXI55_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI553-IOP-1151-SAGFSPGR_-sIXI55_-0003-00001-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI563-IOP-1153-SAGFSPGR_-sIXI56_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI563-IOP-1153-SAGFSPGR_-sIXI56_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI563-IOP-1153-SAGFSPGR_-sIXI56_-0003-00001-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI578-Guys-1078-MPRAGESEN_-s433_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI578-Guys-1078-MPRAGESEN_-s433_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI578-Guys-1078-MPRAGESEN_-s433_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI600-HH-2660-MADisoTFE1_-s3T246_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI600-HH-2660-MADisoTFE1_-s3T246_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI600-HH-2660-MADisoTFE1_-s3T246_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI612-HH-2688-MADisoTFE1_-s3T247_-0401-00004-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI612-HH-2688-MADisoTFE1_-s3T247_-0401-00004-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI612-HH-2688-MADisoTFE1_-s3T247_-0401-00004-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI636-HH-2733-MADisoTFE1_-s3T251_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI636-HH-2733-MADisoTFE1_-s3T251_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI636-HH-2733-MADisoTFE1_-s3T251_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI644-Guys-1121-MPRAGESEN_-s455_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI644-Guys-1121-MPRAGESEN_-s455_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI644-Guys-1121-MPRAGESEN_-s455_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI651-Guys-1118-MPRAGESEN_-s454_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI651-Guys-1118-MPRAGESEN_-s454_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI651-Guys-1118-MPRAGESEN_-s454_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp1IXI653-Guys-1122-MPRAGESEN_-sIXI653_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp1IXI653-Guys-1122-MPRAGESEN_-sIXI653_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp1IXI653-Guys-1122-MPRAGESEN_-sIXI653_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI118-Guys-0764-T1,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI118-Guys-0764-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI118-Guys-0764-T1.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI121-Guys-0772-T1,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI121-Guys-0772-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI121-Guys-0772-T1.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI129-Guys-0775-T1,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI129-Guys-0775-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI129-Guys-0775-T1.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI137-HH-1472-T1,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI137-HH-1472-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI137-HH-1472-T1.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI138-Guys-0746-T1,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI138-Guys-0746-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI138-Guys-0746-T1.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI142-Guys-0786-T1,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI142-Guys-0786-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI142-Guys-0786-T1.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI163-HH-1621-IXIMADisoTFE12_-s3T152_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI163-HH-1621-IXIMADisoTFE12_-s3T152_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI163-HH-1621-IXIMADisoTFE12_-s3T152_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI166-Guys-0846-MPRAGESEN_-s262_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI166-Guys-0846-MPRAGESEN_-s262_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI166-Guys-0846-MPRAGESEN_-s262_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI183-Guys-0791-MPRAGESEN_-s251_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI183-Guys-0791-MPRAGESEN_-s251_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI183-Guys-0791-MPRAGESEN_-s251_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI188-Guys-0798-MPRAGESEN_-s252_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI188-Guys-0798-MPRAGESEN_-s252_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI188-Guys-0798-MPRAGESEN_-s252_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI192-Guys-0878-MPRAGESEN_-s299_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI192-Guys-0878-MPRAGESEN_-s299_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI192-Guys-0878-MPRAGESEN_-s299_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
mwp2IXI197-Guys-0811-MPRAGESEN_-s253_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mr_IXI_480i\mwp2IXI197-Guys-0811-MPRAGESEN_-s253_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\mwp2IXI197-Guys-0811-MPRAGESEN_-s253_-0301-00003-000001-01.npy,mr_IXI_480i,0,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
